epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
202501,145,23.7941520737327,25.7816730414747,28.6541619815668,4.35471612903226,41.5136064516129,107.313525806452,0.984320737327189,0.987109907834101,0.989267511520737,77.6452094470046,90.8669343317972,98.3684774193548,4.8600099078341,7
202502,159,23.8251292626728,26.0347868663594,29.3079016129032,2.70993709677419,28.9606435483871,84.6969225806452,0.98429331797235,0.987114976958525,0.989279032258064,72.8229926267281,88.6985274193548,97.3982732718894,5.48277235023042,7
202503,169,24.1210237327189,26.6338188940092,30.1960806451613,1.95965322580645,17.9958709677419,52.6320080645161,0.984970967741936,0.987381105990783,0.989459216589862,65.7471299539171,84.1819281105991,94.8431152073733,6.0750569124424,7
202504,190,23.7033407834101,26.1185433179724,29.5486029953917,3.02026451612903,24.977385483871,71.5040467741936,0.985657373271889,0.988501843317972,0.990791705069125,68.3818032258065,85.2977539170507,95.0306525345622,5.84526221198157,7
202505,172,23.7160619815668,26.0514781105991,29.2167440092166,2.27938387096774,31.6839096774194,85.7098403225806,0.98452534562212,0.987904147465438,0.990424193548387,72.7652564516129,88.1898944700461,97.4584043778802,5.50068202764977,7
202506,174,23.6143649769585,25.4570239631336,28.2298294930876,5.69460322580645,47.881085483871,125.891196774194,0.983901382488479,0.986593548387097,0.98885,76.9608264976959,90.4017539170507,97.4970493087558,4.61546451612903,7
202507,215,23.270381797235,24.97826359447,27.6034739631336,12.3957177419355,80.8955161290323,204.306167741935,0.984678571428571,0.987519815668203,0.989736866359447,80.8489285714286,92.6452276497696,98.6666359447005,4.33309216589862,7
202508,195,23.4662417050691,25.5866686635945,28.7416085253456,4.6162,47.7086532258065,135.612993548387,0.984917741935484,0.987874423963134,0.990308294930876,74.9742935483871,89.6199467741935,97.5086366359447,5.2753668202765,7
202509,173,23.8152267281106,26.015135483871,29.283114516129,5.72163548387097,44.585564516129,129.088301612903,0.984621889400922,0.987867281105991,0.990366359447005,72.5232794930876,88.2051813364055,96.7482564516129,5.46788778801843,7
202510,216,23.9006631336406,25.9712824884793,29.0800094470046,4.75473870967742,37.1833693548387,100.831796774194,0.984792396313364,0.987509447004608,0.989882488479263,73.8341523041475,88.3501546082949,96.6335161290322,5.17934631336406,7
202511,266,23.5559119815668,25.791447235023,29.1997011520737,5.56569032258065,38.3934112903226,104.696359677419,0.985320276497696,0.98848801843318,0.990770506912442,73.2342140552995,89.2111087557604,97.8817495391705,5.64378917050691,7
202512,176,23.630670046083,25.9222366359447,29.2920248847926,5.10843548387097,43.779314516129,129.535190322581,0.986240783410138,0.989124884792627,0.991473963133641,72.773864516129,88.7667421658986,97.7595458525346,5.66135483870968,7
202513,209,23.7541557603687,25.770147235023,28.6363140552995,4.28422741935484,45.1625451612903,114.62824516129,0.984772811059908,0.98781935483871,0.990230414746544,76.241319124424,89.7678184331797,97.3804453917051,4.88215829493088,7
202514,222,23.4094285714286,25.2984988479263,28.0571294930876,6.51384516129032,53.6620580645161,130.284424193548,0.985468894009217,0.988133410138249,0.990544930875576,79.199015437788,91.8083414746544,98.6899617511521,4.64770092165899,7
202515,186,23.5468306451613,25.5476552995392,28.3539359447005,4.84706129032258,47.9349967741935,123.159379032258,0.985477419354839,0.988538248847926,0.990790783410138,78.4809066820277,91.1937767281106,98.3337578341014,4.80710529953917,7
202516,147,24.0567753456221,26.7292437788018,30.4773488479263,2.39920161290323,22.3065532258065,70.0082564516129,0.985018202764977,0.98793202764977,0.990296082949309,68.1617004608295,86.3410665898618,96.8636859447004,6.42057350230415,7
202517,157,24.1941292626728,26.6219963133641,29.965697235023,1.43667096774194,22.1843967741936,61.5200935483871,0.983107834101383,0.986351382488479,0.988692857142857,70.9449976958525,87.2477396313364,96.7411198156682,5.77156797235023,7
202518,122,23.677217281106,25.8890447004608,29.0125679723502,3.79194677419355,36.516664516129,103.196064516129,0.98483133640553,0.987602304147466,0.989864055299539,75.3476202764977,89.8404751152074,98.2132149769585,5.33535069124424,7
202519,152,23.9185714285714,26.5595555299539,30.0889016129032,1.18193064516129,17.2515516129032,52.2737951612903,0.985709907834101,0.988407834101383,0.990736175115207,68.7457631336406,86.2314578341014,96.7167979262673,6.1703301843318,7
202520,108,23.7827532258064,25.8617843317972,28.7805956221198,5.18779516129032,36.5155774193548,90.3465822580645,0.986359216589862,0.989014746543779,0.99095668202765,75.942300921659,89.8596133640553,97.687402764977,4.99784239631336,7
202521,104,23.6996297235023,25.9865755760369,29.2283933179724,3.23516774193548,25.6699806451613,68.0417,0.986637096774194,0.98916935483871,0.991145622119816,73.072248156682,88.6944534562212,97.451567281106,5.52876359447005,7
202522,84,23.4206274193548,25.7435725806452,28.8915790322581,2.36633064516129,20.1744612903226,60.7951596774194,0.988017050691244,0.990576267281106,0.992505299539171,71.9540403225806,87.5064278801843,96.5028322580645,5.47095161290323,7
202523,80,23.2442239631336,25.5951829493088,28.8735525345622,2.7597564516129,22.9402919354839,60.742885483871,0.98767534562212,0.990211290322581,0.992132949308756,72.4597771889401,88.2050534562212,96.9496792626728,5.62932857142857,7
202524,78,23.1491716589862,25.5322301843318,28.8492923963134,2.4466,18.6478290322581,50.2556435483871,0.987496082949309,0.989765437788018,0.991740783410138,72.5681262672811,88.3481255760369,97.2140216589862,5.70012073732719,7
202525,72,23.2994177419355,25.1641112903226,27.6967064516129,0.4604,4.30432903225806,11.8304483870968,0.988382258064516,0.991237096774193,0.993104838709677,78.4213838709677,90.2635532258065,97.1684887096774,4.39728870967742,1
