epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
202501,1779,20.8895132404181,23.9913407084785,27.93854970964,3.68913089430894,23.1418910569106,70.4864715447154,0.924053948896632,0.92625243902439,0.92787293844367,64.5275757839721,82.0580068524971,95.0318277584204,7.04903646922183,7
202502,2621,21.0694512195122,23.7967076074332,27.2044789779326,5.20735040650407,36.74345,101.60228495935,0.923019570267131,0.925014866434378,0.926702206736353,70.294937688734,84.9594607433217,95.9021109756098,6.13502775842044,7
202503,2639,20.9118295005807,23.012606562137,25.8044771196283,9.36058902439025,50.526024796748,125.598443902439,0.922862717770035,0.924875087108014,0.926511846689896,74.7479192218351,87.739368757259,96.3867427409988,4.89264761904762,7
202504,3379,20.7818782229965,25.2218679442509,29.9423358304297,0.614948780487805,5.33894390243902,19.0276658536585,0.925440301974448,0.92777456445993,0.929429732868757,55.8489221835076,74.9991170150987,92.152343786295,9.16045760743322,7
202505,3919,21.3908464576074,24.4281479674797,27.9386138211382,5.8616256097561,31.2294243902439,73.2143524390244,0.923913821138211,0.926556910569106,0.928360394889663,65.6150477932636,81.4993629500581,93.990099825784,6.54776736353078,7
202506,4123,20.4820805458769,24.0932084785134,28.3625430894309,4.08702723577236,20.2573231707317,50.1822044715447,0.924491753774681,0.926332288037166,0.92805406504065,57.3072477932636,76.977318524971,91.8688429732869,7.88046254355401,7
202507,4286,20.624387630662,24.5613808362369,29.0132472706156,0.697357317073171,6.72436544715447,26.1325097560976,0.924833565621371,0.927039024390244,0.928905516840883,55.929887514518,75.8074893147503,91.8258980836237,8.38885963995354,7
202508,4147,21.0458793844367,26.0712581300813,31.1444759001161,0.569880894308943,3.89046341463415,14.2549020325203,0.925265098722416,0.927405342624855,0.929258652729384,44.8305270034843,66.9362038908246,86.6738075493612,10.0985965156794,7
202509,3626,21.2796178281069,25.2501592915215,29.793962485482,1.42738130081301,9.44623943089431,31.3937418699187,0.925583042973287,0.927935423925668,0.929875783972125,53.4949052845528,72.9670414634146,89.6640842044135,8.51434465737515,7
202510,3594,21.2855148083624,25.6860448315912,30.2537599303136,0.0606044715447154,0.674992276422764,2.80713333333333,0.926215679442509,0.928049303135888,0.9298975029036,42.4901325783972,61.0420644018583,77.2165530778165,8.96824512195122,7
202511,4040,21.9867731126597,26.7156677700348,31.8758352497096,0.656956504065041,3.1058837398374,10.4207569105691,0.925300058072009,0.927570092915215,0.929559581881533,42.6428470383275,63.6998923344948,82.3234094657375,9.88906213704994,7
202512,3761,21.7188683507549,25.8014357142857,30.419993902439,3.02741585365854,14.9615817073171,39.0969345528455,0.925990534262485,0.928088095238095,0.930058072009291,51.3553524970964,72.0958112078978,89.3544712543554,8.70112555168409,7
202513,3802,21.2457803716609,24.6961300813008,28.9498849012776,2.65379634146342,17.0819922764228,56.1782475609756,0.924741986062718,0.927195760743322,0.929086004645761,61.1419620789779,80.0914736933798,94.6104433797909,7.70410452961672,7
202514,3929,21.6682666666667,25.6834142276423,30.244137804878,0.809986991869919,4.48717723577236,16.1624666666667,0.925689256678281,0.927541405342625,0.929441986062718,50.3492708478513,71.2547714285714,87.5916572590012,8.57587113821138,7
202515,3642,20.9782922183508,24.6873663182346,29.1754677700348,3.2068593495935,9.92488821138211,26.9280768292683,0.926001045296167,0.928136991869919,0.929974912891986,54.132349767712,72.7027734030198,87.1977993612079,8.19717555168409,7
202516,3620,20.9834718350755,24.195937456446,28.3306764808362,5.63684674796748,22.6420264227642,57.6678926829268,0.925776306620209,0.927782113821138,0.9296843786295,63.5230222996516,81.8663325783972,94.9211183507549,7.34720464576074,7
202517,4282,20.9594642857143,24.6515260162602,29.0178419279907,1.18272032520325,6.11116788617886,20.7308296747968,0.924117073170732,0.926022415795586,0.927784668989547,58.3633514518002,77.8923204413473,92.4203020905923,8.05837764227642,7
202518,4325,20.5326008710801,23.9954042392567,28.2243396051103,1.21484146341463,7.76108780487805,24.9276443089431,0.92580406504065,0.927355342624855,0.929145180023229,59.7889397793264,78.0699612659698,91.8216486062718,7.6917387340302,7
202519,4823,19.1718009291521,23.989637340302,29.1400175958188,0.00176178861788618,0.091400406504065,0.541729268292683,0.927710569105691,0.929219918699187,0.93124099883856,43.2019991289199,63.663368641115,80.7729615563298,9.96821666666666,7
202520,4398,19.552943554007,23.6254232288037,28.3484030197445,0.0413386178861789,0.280801219512195,1.22047195121951,0.928879442508711,0.930541869918699,0.932358246225319,43.6488982578397,62.2327554587689,77.4809033101045,8.79545946573751,7
202521,3864,17.5596270615563,22.7841707897793,28.3982781649245,1.82926829268293e-05,0.0308341463414634,0.139185365853659,0.929163008130081,0.930556097560976,0.932584494773519,37.1925269454123,57.4201914053426,75.4195603948897,10.8386511033682,5
202522,2950,17.6910591173055,22.3301450638792,27.6051505226481,0.108714634146341,0.654886585365854,3.29244512195122,0.929725725900116,0.93134262485482,0.933198315911731,41.5370340301974,60.7964074912892,77.2551882113821,9.91409140534262,4
202523,2659,18.6653663763066,23.6829490127758,29.2201628339141,0.00676382113821138,0.15384918699187,0.709489837398374,0.929139082462253,0.930800348432056,0.932821835075494,39.4423568524971,60.627625029036,78.9847327526132,10.5547964576074,5
202524,2342,17.5203014518002,22.3706946573751,27.819406039489,0.00181178861788618,0.11645487804878,0.538225609756098,0.928664634146342,0.930070789779326,0.932236120789779,38.489787746806,58.1284592334495,75.1835772938444,10.2991045876887,5
202525,1907,17.4365646341463,22.0634479674797,27.3973166666667,0,0.00582073170731707,0.0387821138211382,0.931379268292683,0.932633333333333,0.9346,37.2358130081301,53.2777715447154,66.5480898373984,9.96075203252033,1
