epiweek,median_cases,LB95,UB95,LB90,UB90,LB80,UB80,LB50,UB50
202541,1.52892705928411,0.143610197072343,15.8783136915611,0.213584423514783,10.6506645292947,0.32554979482648,6.89709125513645,0.679102972872364,3.44767178373237
202542,1.77601265516171,0.166818636547758,18.4443632465006,0.248101200645429,12.371888426624,0.378160980267985,8.01171074744599,0.788850891646844,4.00484031044597
202543,2.06288811777566,0.193764488196495,21.4236411382326,0.28817644814064,14.3702926640492,0.439244501177381,9.30582496466334,0.916272260980504,4.65173345809056
202544,2.39588110660042,0.225042101120178,24.881861791431,0.334694112355377,16.6899563739978,0.510147686867167,10.8079783978823,1.06417763506842,5.40261985569897
202545,2.78228014124101,0.261336076804852,28.894718418491,0.38867236760257,19.381652140261,0.592422459678954,12.5510500419022,1.23580435299851,6.27393483498617
202546,3.23045454563115,0.303432535328769,33.5491286718926,0.451280371833046,22.503681541723,0.687850874337274,14.5727944714517,1.43486981432219,7.28455089990847
202547,3.74997397961326,0.352230342813462,38.9444760114137,0.523854964674481,26.1227078217493,0.798470569445841,16.9163810560657,1.66562457135253,8.45604726578443
202548,4.35171664799468,0.408751275364394,45.1937334839258,0.607915783763306,30.3145096836995,0.92659780811322,19.6308820983058,1.93290039234121,9.81295386655964
202549,5.04794781242199,0.474147393592643,52.4242790900674,0.705176232510195,35.1645282127898,1.07484419524776,22.7716270060279,2.24214513406902,11.3829283960673
202550,5.85233882009046,0.549702829957658,60.7780934024463,0.817546138327539,40.7679994320576,1.24612072928291,26.4002881321501,2.59943119382077,13.1967992170372
202551,6.77987983867635,0.63682559206913,70.4108532947285,0.94711956208115,47.2293464048453,1.44361922109139,30.5844871161517,3.0114167488921,15.2883685817198
202552,7.8466148637344,0.73702267226489,81.4891799230622,1.09613777978261,54.6603332688373,1.67075586991522,35.3965994848873,3.48522805492209,17.6938150837483
202601,9.06909346322056,0.851848550662995,94.1849449472946,1.26691269369686,63.1762460315205,1.93105452499222,40.9112814358075,4.02821592745842,20.4504573630985
202602,10.463389533787,0.982813028173781,108.665080054415,1.46168975688803,72.8890571247264,2.22793775231428,47.2010433815984,4.64751990329969,23.5945414392295
202603,12.0434863293912,1.13122953426684,125.074805051616,1.68242236877906,83.8961753463589,2.5643829636743,54.3289647072456,5.34935091924317,27.1575990126372
202604,13.8187813715832,1.29798076633028,143.511715696783,1.93042332203107,96.2630648065802,2.94239114479231,62.3374382550441,6.13788306899969,31.1608211334043
202605,15.7904540776001,1.48317750554283,163.988060551249,2.20585737607393,109.997941448233,3.36221342539824,71.2317844542852,7.01364021389209,35.6068673420918
202606,17.9465209394227,1.68569415605751,186.379387700647,2.50705048724649,125.017326911104,3.82129819352783,80.9579449063923,7.97129964354522,40.4687152884722
202607,20.2556716374165,1.90258977890292,210.36053115755,2.82962874082956,141.103110260006,4.31297863792215,91.374676685201,8.99695426473568,45.6757614045811
202608,22.6605499729781,2.12847697843141,235.335831561984,3.165579726722,157.855742264459,4.82504207742418,102.22324217899,10.065128195702,51.0986696659519
202609,25.072081891557,2.35498914065027,260.380231193669,3.50246018906292,174.654723818553,5.33852224414872,113.101822426566,11.1362574462042,56.5365815014239
202610,27.3676118387616,2.57060538349306,284.219919535082,3.82313568333024,190.645623604233,5.82730246344866,123.457110096196,12.155862143497,61.7129133477551
202611,29.3964045219011,2.76116733036645,305.289470526688,4.10654914836646,204.778403933024,6.25928712728918,132.609128296409,13.0569902477421,66.2877629105445
202612,30.9954255511502,2.91136136594118,321.895728717781,4.32992539293374,215.917350329717,6.59976181823945,139.82241809375,13.7672268336241,69.893493903832
202613,32.0152027133556,3.00714775309739,332.486385465376,4.47238380256198,223.021223848949,6.81689987195416,144.422700432221,14.2201808828809,72.1930522290517
202614,32.3503089949283,3.03862386495283,335.966553225187,4.51919668453124,225.355608975445,6.88825303464992,145.934387069031,14.3690249174359,72.9487040206228
202615,31.9643357849502,3.00236988644351,331.958118900373,4.46527791512707,222.666879547962,6.80606893139013,144.193236348274,14.1975873378904,72.078349259591
202616,30.899141316363,2.90231750878084,320.89579136026,4.31647490642707,215.246624360187,6.57926030857641,139.388073531839,13.7244603002648,69.6763766532226
202617,29.2642449158626,2.74875374467383,303.916957907928,4.08808702939469,203.857766405097,6.23114678379214,132.012947558057,12.998288963852,65.9897480759445
202618,27.211087844296,2.55590328141745,282.594376269764,3.80126996585132,189.555261218588,5.79397428472732,122.75101998752,12.086338938108,61.3599577532293
202619,24.9025822292949,2.33906825040679,258.619932171117,3.47878182754111,173.473971584744,5.3024311958953,112.337198220828,11.0609708431945,56.1543662744877
202620,22.4878551017295,2.11225596622367,233.542349445255,3.14145500847882,156.652731873328,4.78827068302627,101.444204173832,9.98842237788511,50.7092493654976
202621,20.0872453554691,1.88676970992334,208.611379474725,2.80610032584336,139.929835304838,4.2771161412789,90.6148945691737,8.92214442466794,45.2959666090198
202622,17.7874427229625,1.67075213912018,184.727318161351,2.48482795612566,123.90917155003,3.78742615207529,80.2403325330826,7.9006419303068,40.1100000214711
202623,15.6437360252237,1.46939646328323,162.464354599614,2.1853615058192,108.9758882726,3.33097319614176,70.5699296000125,6.94847251021529,35.276023770274
202624,13.6858373798962,1.28549350427954,142.13105702468,1.91185162781466,95.3369631668419,2.9140837844416,61.7377191010665,6.07883338482285,30.8610375392997
202625,11.9246016458186,1.12006284535708,123.840156029333,1.66581469841873,83.0680123056736,2.53906920909716,53.7926680235948,5.29654595281075,26.8895186182311
202626,10.3581166507662,0.972924878582079,107.571793197026,1.4469835955344,72.1557152989809,2.20552231708463,46.7261504320117,4.60076088534117,23.3571551321592
202627,8.97655303390934,0.843156344445671,93.2238880042358,1.25398520044188,62.5315997993763,1.91135017245788,40.4938254284242,3.98711227880852,20.2417822500161
202628,7.76570808236518,0.729423199977204,80.6489415045228,1.0848354562661,54.0967282353101,1.65352863470156,35.0316236340942,3.44929171942477,17.5113733998593
202629,6.70942942782426,0.630208273522205,69.6792070618908,0.937277947795595,46.7385815332446,1.42861842909215,30.2666806454911,2.98012481566402,15.1295056116571
202630,5.79117718562851,0.543957994502617,60.1429135801138,0.809002125479802,40.3419411405505,1.23309776822703,26.1243839471625,2.57226505300547,13.0588820808985
202631,4.99496834699328,0.469171098991273,51.874073266853,0.697775232892195,34.7954677597119,1.06356343859191,22.5326331276141,2.21861326428141,11.2634617367741
202632,4.30590049035037,0.40444782126013,44.7179205150855,0.601515466914507,29.995349575879,0.916842312826332,19.4242023758733,1.91255024635295,9.70964019113599
202633,3.7104010912542,0.348513311146413,38.5335010527126,0.518326805240281,25.8470389755423,0.790044434524784,16.7378651349925,1.64804749599985,8.36681192275884
202634,3.1963051980757,0.300224930032918,33.1944786252767,0.446509857329593,22.2657936434751,0.680579557486267,14.4187445022507,1.41970171110514,7.20754543304539
202635,2.75283085956904,0.258569942790237,28.5888798047133,0.384558431747594,19.1765053886143,0.586151913580709,12.4182023812787,1.22272387632636,6.20752783613355
202636,2.37049767592678,0.222657867379739,24.6182481204211,0.33114815810312,16.5131327622591,0.504742870072527,10.6934720604731,1.05290308594752,5.34538119465464
202637,2.04101728314265,0.191710188187407,21.1965067102752,0.285121188193142,14.2179381607802,0.434587610788646,9.20716418070125,0.9065579003586,4.60241556617871
202638,1.75717350052706,0.1650490984306,18.2487136207344,0.245469453134837,12.2406529207765,0.374149616292986,7.92672607280387,0.780483111221281,3.96235874046601
202639,1.51270263468369,0.14208625726102,15.7098187318401,0.211317942354614,10.5376435041578,0.322095177375784,6.82390180090338,0.671896576130032,3.41108632953264
202640,1.31615030390959,0.123624343864895,13.6685705598704,0.183860441354841,9.16843957463476,0.280243886584885,5.93724121528102,0.584593999239162,2.96786837435172
