epiweek,median_cases,LB95,UB95,LB90,UB90,LB80,UB80,LB50,UB50
202541,20.8742118805866,2.55162718515955,165.382988189539,3.49245063583914,118.296867613232,5.34653721365354,80.4634718255559,10.2519284516447,42.6198331146251
202542,24.2478942686764,2.96402022518373,192.112125449261,4.05689921328993,137.41596351568,6.21064257668021,93.4679483219788,11.9088413286016,49.5080347475626
202543,28.1650110626898,3.44284173740308,223.146805186504,4.7122694431299,159.614772719007,7.21393845339291,108.567192240531,13.8326505405943,57.5057912619826
202544,32.7120667808093,3.99866588296419,259.172388639852,5.47303433929881,185.383527553609,8.37858135098136,126.094651085787,16.0658409553738,66.7897228890916
202545,37.9887497439804,4.64367838802637,300.978690174507,6.35587268909,215.287174671026,9.73010456003167,146.434591744068,18.6573723870709,77.5633678331815
202546,44.1096063722746,5.39188120682331,349.473242460262,7.3799491785716,249.974863498708,11.2978469940849,170.028554365337,21.6635018915053,90.0606007590894
202547,51.2057300944218,6.25929897101328,405.694677427243,8.56719696292769,290.18951750951,13.1153857720846,197.381862574241,25.1486132384457,104.549081116037
202548,59.4263267175266,7.26417033773793,470.825128435758,9.94257956743408,336.776705375013,15.2209371584218,229.069657474302,29.1859857098961,121.333449224575
202549,68.9399215516998,8.42709554642791,546.19979412857,11.534292850685,390.691481897465,17.6576657452306,265.741550730841,33.8583869538725,140.757790918151
202550,79.9348253715903,9.7710933771263,633.310630168381,13.3738429643101,453.001028674243,20.4738037996812,308.123420705019,39.2583018315721,163.206588918084
202551,92.6182540773339,11.3214935393814,733.799374454611,15.4958990640276,524.879665102219,23.7224257816707,357.014019025772,45.4875000574341,189.102925405057
202552,107.213173399827,13.1055509745326,849.432548236083,17.9377653993629,607.590966913065,27.4606401743564,413.272807928544,52.6554865427529,218.902039709562
202601,123.951487673801,15.1516132632334,982.04749186708,20.7382417317596,702.449166066372,31.7478449163405,477.793705133952,60.876156205377,253.077421518367
202602,143.061596648132,17.4875995916855,1133.45377943772,23.9355414727106,810.74863357888,36.6425403123978,551.457119294723,70.2616827598034,292.095405045004
202603,164.747637966729,20.1384633887752,1305.26876032363,27.5638187569135,933.646243969962,42.1970123849239,635.049936337537,80.9123240999174,336.372787453634
202604,189.157055429053,23.1222279269085,1498.66060778492,31.6477423093059,1071.97758038521,48.4490260931537,729.140505384821,92.9004941348688,386.210611493209
202605,216.332841914917,26.4441485805888,1713.96994742102,36.1945052402816,1225.9862890538,55.4095932555528,833.894550363939,106.247307909877,441.696657692796
202606,246.147627234374,30.0886558403611,1950.18764591756,41.1827973272842,1394.95054658024,63.0460903908444,948.821099555876,120.890210245293,502.570868510087
202607,278.219938087117,34.0091190765735,2204.29135231443,46.5487945237899,1576.70849426716,71.2608102798158,1072.44969427567,136.64184858365,568.054372460507
202608,311.820057008694,38.1163389014629,2470.49963373664,52.1704082816278,1767.1247285467,79.8668495030003,1201.9675049431,153.143837598675,636.657272021997
202609,345.785138621208,42.2681711279651,2739.59945524431,57.8530837068146,1959.60925375768,88.5663670629888,1332.89213112853,169.825070333963,706.005332601772
202610,378.479335469031,46.2646526215466,2998.6302633094,63.3231282394,2144.89151008205,96.9403713663547,1458.91789928558,185.882134849035,772.758569631374
202611,407.847800486492,49.8546024674928,3231.31183859056,68.2367467707536,2311.32641253724,104.462551941218,1572.12402515086,200.305836391207,832.721507874852
202612,431.609516185787,52.7591930738927,3419.57205024983,72.2123037679406,2445.98713900792,110.548669011089,1663.71790915638,211.975901380058,881.236889601094
202613,447.59724839783,54.713505522893,3546.24025419102,74.88720071011,2536.59169221181,114.643626258942,1725.34555037022,219.82793850987,913.879773684891
202614,454.182855460771,55.5185186227268,3598.41694863783,75.9890342885909,2573.91318206418,116.330405785658,1750.73097863905,223.062320378088,927.325908829379
202615,450.654690551053,55.0872419091981,3570.46387146622,75.3987393422341,2553.91861366418,115.426732626948,1737.13102097679,221.329536672196,920.122293166509
202616,437.397021111603,53.4666475630699,3465.42551117418,73.1806074037241,2478.78568047798,112.031029669163,1686.02690660274,214.818312233815,893.053503109638
202617,415.792087283765,50.8256982039252,3294.25313175572,69.565900160359,2356.3477167625,106.497331756645,1602.74673323408,204.20750512538,848.941721574483
202618,387.888710993503,47.4148382439291,3073.17921634948,64.8974046586144,2198.21566225169,99.3504061349305,1495.18806013,190.503350979416,791.970121993684
202619,355.975120181975,43.5137766682112,2820.33302304351,59.5579628076246,2017.35720163573,91.1763394026754,1372.1712808712,174.829664638274,726.810684010748
202620,322.202690932214,39.3854939298955,2552.75955489548,53.9075199223123,1825.96446236533,82.5261661260852,1241.98926849323,158.243049043517,657.855970571292
202621,288.346430237279,35.246963782207,2284.52190383188,48.2430512531441,1634.09663941616,73.8545209997381,1111.48411246005,141.615261404382,588.73009463605
202622,255.71247061324,31.2578455816037,2025.9683455009,42.7830849707802,1449.15575525608,65.4959453295802,985.690539711696,125.587781129994,522.099846701302
202623,225.154810644297,27.5225306227606,1783.86497189073,37.6705030156481,1275.98153068676,57.6691748090573,867.900444160704,110.580031594662,459.708874735504
202624,197.151026142179,24.0993969383982,1561.99553854061,32.9852082821363,1117.28044980919,50.4965315102245,759.954729218974,96.8265640753453,402.532267116216
202625,171.896371022865,21.0123120260236,1361.90701049357,28.7598685742752,974.159041903691,44.0280260554641,662.60603685723,84.4232734105149,350.968682693965
202626,149.391934931091,18.2614090819052,1183.60802082779,24.994666199808,846.623482128381,38.2639375368044,575.858567310629,73.370694756178,305.020346246246
202627,129.516260569187,15.8318413782076,1026.13628311342,21.6692802182888,733.985456215624,33.1731569492408,499.244141186098,63.6091769248899,264.439272853348
202628,112.078422262395,13.7002704940677,887.979124259181,18.7517669808739,635.162963589784,28.7067822680657,432.026800511213,55.0449508024734,228.835640832804
202629,96.8547504029371,11.8393554474657,767.364446314109,16.2047044728605,548.888439557551,24.8075247252821,373.344369828202,47.5681657833643,197.752773716497
202630,83.6127664360315,10.220678466093,662.45035947179,13.9891968604269,473.844397979798,21.4158393066096,322.300717980129,41.0646449336599,170.716009406323
202631,72.1258427891204,8.81653699148384,571.441330307052,12.0673272337321,408.74651099295,18.4736796169437,278.02226749237,35.4230849058458,147.262632022188
202632,62.1814907225822,7.60095677140497,492.653845070187,10.4035442417577,352.390577334506,15.9266206576129,239.689941610718,30.5391263416938,126.958793585868
202633,53.5854592469401,6.5501929043325,424.548884741832,8.96534787944527,303.675751438784,13.7249086870162,206.554964328286,26.3173669689088,109.407882967745
202634,46.1631925270217,5.64290798998983,365.743471809261,7.72353332502587,261.612802735419,11.8238345073193,177.944478216695,22.6720773744118,94.2535015355362
202635,39.7596975829688,4.8601559573503,315.009622082987,6.65216880516348,225.323365893823,10.1836995785529,153.261034455396,19.5271360284847,81.1791930333934
202636,34.2385139864698,4.18525612210498,271.266181767461,5.72842321551031,194.034101958027,8.76955212565916,131.978621337142,16.8155232728269,69.9063399635806
202637,29.4802271968877,3.60361145946865,233.567048864831,4.93231738795397,167.068273229592,7.55080635747059,113.63693364988,14.4785911769824,60.1911281968495
202638,25.3807990383453,3.102504524616,201.087945816221,4.24644476383859,143.836281864588,6.50081484978017,97.8349371949845,12.4652435874085,51.8211382311462
202639,21.8498785375121,2.67089097244438,173.11303654405,3.65568878134802,123.826097172136,5.59643589817463,84.2243576022145,10.7311065311178,44.6118963518648
202640,17.9690600683817,2.19650650403186,142.36594253554,3.00639160032746,101.832995286422,4.60243715545148,69.2650322232581,8.82512447503132,36.6882517875247
