epiweek,median_cases,LB95,UB95,LB90,UB90,LB80,UB80,LB50,UB50
202541,10.8906519537355,2.45847250948714,50.2257454644757,3.1382823817732,38.9980116817317,4.05457228238989,29.420559088999,6.47989718292027,18.5752073691653
202542,12.9834653264708,2.93090741661792,59.8774276787437,3.74135365463135,46.4921048456969,4.83372334968635,35.0741911907654,7.72511331286129,22.1447312643978
202543,15.4778627837392,3.49399653217132,71.3811441052909,4.46014658149557,55.4242185144353,5.76238352856894,41.8126828894044,9.20927047122981,26.3992010818806
202544,18.4504979876607,4.16504377164057,85.0904077696842,5.31674990768172,66.0688395068721,6.86909085469392,49.8431102723135,10.977977300313,31.4693580917906
202545,21.9923747486775,4.96459247505539,101.424912023523,6.33738755956248,78.7518406612715,8.18772590095799,59.4113156447849,13.0853807269822,37.510419324066
202546,26.211337581662,5.91698762894539,120.882016545249,7.55313633055958,93.8593991935306,9.75843900754887,70.8086356444876,15.5956478342627,44.7063254863787
202547,31.2348561758391,7.05100443685978,144.04958881907,9.00072826220775,111.847967522713,11.6286869356386,84.3794233496237,18.5846226105239,53.2744901845159
202548,37.2130341187573,8.40052751334056,171.61987983359,10.7234176469264,133.255047121233,13.8543530104999,100.529176198336,22.1416161289903,63.4709316327605
202549,44.3216744159209,10.0052428990356,204.4036617119,12.7718643971964,158.710165742935,16.5008884095559,119.732817338792,26.3712305204579,75.5955012355313
202550,52.7650636151094,11.9112665532013,243.34306759664,15.2049363270342,188.944847011068,19.6443486874061,142.542216803709,31.3950155168515,89.9966322183005
202551,62.7778472158906,14.1715677115282,289.520240704373,18.0902495755272,224.79932601643,23.372091987785,169.591257836657,37.3525843128718,107.074538345242
202552,74.6248937133745,16.8459381951695,344.15670731961,21.5041294292809,267.222062475694,27.7827284272689,201.595469612959,44.4015326725372,127.280982030868
202601,88.5972897357973,20.0000883469436,408.594907083247,25.5304562694557,317.255399838691,32.9846290914121,239.341208301411,52.7150560510241,151.112443605726
202602,105.001464758651,23.7031920275885,484.24803811274,30.2575317173206,375.996622300674,39.0918771832328,283.656278015911,62.4754788402456,179.091572317581
202603,124.1368308565,28.0228389789722,572.496935523375,35.7716352392005,444.517885654626,46.2159433386213,335.349525707873,73.8609501048076,211.729048463399
202604,146.25532222807,33.0159012143034,674.503474930376,42.1453649367132,523.721333579971,54.4506222563224,395.1015391889,87.0213697507517,249.454573589475
202605,171.494375869198,38.7134039722445,790.901491259303,49.4183250598594,614.099110127589,63.847081509799,463.283597724389,102.038512276606,292.502561641709
202606,199.774784061173,45.0974667806419,921.325692630862,57.5676908788437,715.367582733258,74.3758321922152,539.681725569031,118.865249385963,340.737915124875
202607,230.659850094467,52.0695090531437,1063.76211166542,66.4676225821007,825.962997137657,85.8742928179286,623.11620810141,137.24174816984,393.415799664379
202608,263.187878523886,59.4124361819566,1213.77558039966,75.8409951742576,942.441646722918,97.9844257127253,710.989072510425,156.595803434956,448.895937672032
202609,295.721580693658,66.7566441096364,1363.81521541302,85.2160027281653,1058.94061323626,110.096670931969,798.877264249153,175.953234554363,504.385752869265
202610,325.902422609661,73.5697137476041,1503.00387835223,93.9130031331398,1167.01429244342,121.33295004654,880.409320063399,193.910722622154,555.862505551042
202611,350.829302402108,79.1967459011752,1617.96220453853,101.096006319499,1256.27421494067,130.613187476059,947.748056344152,208.742122875531,598.378046693841
202612,367.544767842683,82.9701207591277,1695.05095148454,105.91278413208,1316.13012800137,136.836328491905,992.904061768224,218.687762299113,626.88811552625
202613,373.763666085508,84.3739844060638,1723.73140161191,107.704840188266,1338.39919576255,139.151614348939,1009.70410863399,222.387983495763,637.495131980264
202614,368.571640000355,83.2019284581633,1699.78670282752,106.208690641116,1319.80722397052,137.218631351802,995.678106253344,219.298747392566,628.639559181909
202615,352.734497404712,79.6268275490886,1626.74862427424,101.645012929564,1263.096471063,131.322488524602,952.894846672985,209.875706776911,601.627566777892
202616,328.437981681636,74.1420947493213,1514.69742480842,94.643657312277,1176.09380051407,122.276934628663,887.259007833938,195.419370787334,560.187181039597
202617,298.610534199907,67.4088009140656,1377.13855400468,86.0484920895862,1069.28558092628,111.172223696056,806.681629653265,177.672151086289,509.313181519672
202618,266.183271519723,60.0886208003485,1227.58979894361,76.7041564528712,953.167760415585,99.0996057283367,719.080978945702,158.378051065118,454.004910604615
202619,233.575884423007,52.7277791240166,1077.21034218211,67.3079156331301,836.404937738811,86.9599277287882,630.993731011225,138.976777689751,398.389417642287
202620,202.491995107549,45.7108541782347,933.856985612063,58.3506904265867,725.097562956523,75.3874455135152,547.02213718872,120.481979796558,345.372418079026
202621,173.949443558478,39.2676147255276,802.223825806731,50.1257846048027,622.890388999843,64.7610992790409,469.915841994684,103.499268370109,296.689950204619
202622,148.425657094724,33.5058359426114,684.512672455769,42.7707750318575,531.49302115594,55.2586344516641,400.964591782864,88.3127108796546,253.156318937677
202623,126.02603461883,28.4493107397297,581.209606509499,36.316033766312,451.282879220252,46.9192908740185,340.453116489847,74.9850192780293,214.951293724468
202624,106.628069082869,24.0703841876071,491.749647300753,30.7262588159824,381.82128134835,39.6974593683405,288.050469368125,63.4433023298772,181.865925290965
202625,89.987013685144,20.3138067670858,415.004066208182,25.9309232207724,322.23182099706,33.5020210922888,243.095479004656,53.5419366035074,153.482770988758
202626,75.8057728491284,17.1125116661252,349.602711392519,21.8444150432628,271.450637452333,28.2223678384832,204.78555635322,45.104151341984,129.295101563631
202627,63.7774118268804,14.3972109630079,294.130054509841,18.3782870613857,228.378637203825,23.7442282917816,172.291532331318,37.9473215181755,108.779405969962
202628,53.6088609636808,12.1017466634695,247.234510554599,15.4480874592215,191.96637584115,19.9584930890457,144.821693721918,31.8970717835645,91.4358216069476
202629,45.0326185693167,10.1657325248476,207.682409415858,12.9767321608991,161.255964517606,16.765571779379,121.653397903005,26.7942396328943,76.8080948555756
202630,37.8112368333855,8.53556671349696,174.378684119019,10.8957975051774,135.39713343087,14.0770629232109,102.145191326511,22.4975445069976,64.491232301648
202631,31.7377193592992,7.16452154472638,146.368704181788,9.14563480001643,113.648655340687,11.8159020935698,85.7378834368176,18.8838243240429,54.1321787738465
